,Empire,Kingdom,Duchy,County,Barony,Province ID,color
84,e_britannia,k_england,d_norfolk,c_norfolk,b_thetford,1523,{ 210 100 0 }
85,e_britannia,k_england,d_norfolk,c_norfolk,b_walsingham,1524,{ 210 100 0 }
86,e_britannia,k_england,d_norfolk,c_norfolk,b_lynn,1525,{ 210 100 0 }
87,e_britannia,k_england,d_norfolk,c_suffolk,,,
88,e_britannia,k_england,d_norfolk,c_suffolk,b_ipswich,1518,{ 215 125 10 }
89,e_britannia,k_england,d_norfolk,c_suffolk,b_sudbury,1519,{ 215 125 10 }
90,e_britannia,k_england,d_norfolk,c_suffolk,b_blything,1520,{ 215 125 10 }
91,e_britannia,k_england,d_norfolk,c_suffolk,b_beodericsworth,1521,{ 215 125 10 }
92,e_britannia,k_england,d_norfolk,c_cambridgeshire,,,
93,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_cambridge,1534,{ 205 145 5 }
94,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_radfield,1535,{ 205 145 5 }
95,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_papworth,1536,{ 205 145 5 }
96,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_ely,1537,{ 205 145 5 }
97,e_britannia,k_england,d_hereford,,,,
98,e_britannia,k_england,d_hereford,c_warwickshire,,,
99,e_britannia,k_england,d_hereford,c_warwickshire,b_warwick,1603,{ 190 30 30 }
100,e_britannia,k_england,d_hereford,c_warwickshire,b_coventry,1604,{ 190 30 30 }
101,e_britannia,k_england,d_hereford,c_warwickshire,b_birmingham,1605,{ 190 30 30 }
102,e_britannia,k_england,d_hereford,c_leicestershire,,,
103,e_britannia,k_england,d_hereford,c_leicestershire,b_leicester,1615,{ 130 5 25 }
104,e_britannia,k_england,d_hereford,c_leicestershire,b_melton,1616,{ 130 5 25 }
105,e_britannia,k_england,d_hereford,c_leicestershire,b_bosworth,1617,{ 130 5 25 }
106,e_britannia,k_england,d_hereford,c_leicestershire,b_rutland,1613,{ 130 5 25 }
107,e_britannia,k_england,d_hereford,c_nottinghamshire,,,
108,e_britannia,k_england,d_hereford,c_nottinghamshire,b_nottingham,1618,{ 175 0 30 }
109,e_britannia,k_england,d_hereford,c_nottinghamshire,b_newark,1619,{ 175 0 30 }
110,e_britannia,k_england,d_hereford,c_nottinghamshire,b_retford,1620,{ 175 0 30 }
111,e_britannia,k_england,d_hereford,c_staffordshire,,,
112,e_britannia,k_england,d_hereford,c_staffordshire,b_stafford,1627,{ 210 90 65 }
113,e_britannia,k_england,d_hereford,c_staffordshire,b_wolverhampton,1628,{ 210 90 65 }
114,e_britannia,k_england,d_hereford,c_staffordshire,b_stoke_on_trent,1629,{ 210 90 65 }
115,e_britannia,k_england,d_hereford,c_worcestershire,,,
116,e_britannia,k_england,d_hereford,c_worcestershire,b_worcester,1624,{ 160 20 5 }
117,e_britannia,k_england,d_hereford,c_worcestershire,b_evesham,1625,{ 160 20 5 }
118,e_britannia,k_england,d_hereford,c_worcestershire,b_kidderminster,1626,{ 160 20 5 }
119,e_britannia,k_england,d_hereford,c_huntingdonshire,,,
120,e_britannia,k_england,d_hereford,c_huntingdonshire,b_hurstingstone,1541,{ 175 40 55 }
121,e_britannia,k_england,d_hereford,c_huntingdonshire,b_norman_cross,1542,{ 175 40 55 }
122,e_britannia,k_england,d_hereford,c_huntingdonshire,b_leightonstone,1543,{ 175 40 55 }
123,e_britannia,k_england,d_hereford,c_northamptonshire,,,
124,e_britannia,k_england,d_hereford,c_northamptonshire,b_northampton,1600,{ 125 5 5 }
125,e_britannia,k_england,d_hereford,c_northamptonshire,b_peterborough,1601,{ 125 5 5 }
126,e_britannia,k_england,d_hereford,c_northamptonshire,b_kettering,1602,{ 125 5 5 }
127,e_britannia,k_england,d_hereford,c_shropshire,,,
128,e_britannia,k_england,d_hereford,c_shropshire,b_shrewsbury,1646,{ 241 70 70 }
129,e_britannia,k_england,d_hereford,c_shropshire,b_ludlow,1647,{ 241 70 70 }
130,e_britannia,k_england,d_hereford,c_shropshire,b_bishops_castle,1648,{ 241 70 70 }
131,e_britannia,k_england,d_gloucester,,,,
132,e_britannia,k_england,d_gloucester,c_gloucestershire,,,
133,e_britannia,k_england,d_gloucester,c_gloucestershire,b_gloucester,1580,{ 245 85 20 }
134,e_britannia,k_england,d_gloucester,c_gloucestershire,b_bristol,1581,{ 245 85 20 }
135,e_britannia,k_england,d_gloucester,c_gloucestershire,b_winchcombe,1582,{ 245 85 20 }
136,e_britannia,k_england,d_gloucester,c_wiltshire,,,
137,e_britannia,k_england,d_gloucester,c_wiltshire,b_salisbury,1561,{ 250 55 15 }
138,e_britannia,k_england,d_gloucester,c_wiltshire,b_wilton,1562,{ 250 55 15 }
139,e_britannia,k_england,d_gloucester,c_wiltshire,b_ramsbury,1563,{ 250 55 15 }
140,e_britannia,k_england,d_gloucester,c_wiltshire,b_malmesbury,1564,{ 250 55 15 }
141,e_britannia,k_england,d_gloucester,c_oxfordshire,,,
142,e_britannia,k_england,d_gloucester,c_oxfordshire,b_oxford,1558,{ 184 21 0 }
143,e_britannia,k_england,d_gloucester,c_oxfordshire,b_banbury,1559,{ 184 21 0 }
144,e_britannia,k_england,d_gloucester,c_oxfordshire,b_witney,1560,{ 184 21 0 }
145,e_britannia,k_england,d_gloucester,c_berkshire,,,
146,e_britannia,k_england,d_gloucester,c_berkshire,b_reading,1555,{ 255 100 25 }
147,e_britannia,k_england,d_gloucester,c_berkshire,b_newbury,1556,{ 255 100 25 }
148,e_britannia,k_england,d_gloucester,c_berkshire,b_abingdon,1557,{ 255 100 25 }
149,e_britannia,k_england,d_canterbury,,,,
150,e_britannia,k_england,d_canterbury,c_kent,,,
151,e_britannia,k_england,d_canterbury,c_kent,b_dover,1502,{ 245 105 20 }
152,e_britannia,k_england,d_canterbury,c_kent,b_canterbury,1503,{ 245 105 20 }
153,e_britannia,k_england,d_canterbury,c_kent,b_rochester,1504,{ 245 105 20 }
154,e_britannia,k_england,d_canterbury,c_kent,b_tonbridge,1505,{ 245 105 20 }
155,e_britannia,k_england,d_canterbury,c_surrey,,,
156,e_britannia,k_england,d_canterbury,c_surrey,b_chertsey,1510,{ 225 80 20 }
157,e_britannia,k_england,d_canterbury,c_surrey,b_guildford,1511,{ 225 80 20 }
158,e_britannia,k_england,d_canterbury,c_surrey,b_kingston,1512,{ 225 80 20 }
159,e_britannia,k_england,d_canterbury,c_surrey,b_tandbridge,1513,{ 225 80 20 }
160,e_britannia,k_england,d_canterbury,c_sussex,,,
161,e_britannia,k_england,d_canterbury,c_sussex,b_lewes,1506,{ 225 105 10 }
162,e_britannia,k_england,d_canterbury,c_sussex,b_chichester,1507,{ 225 105 10 }
163,e_britannia,k_england,d_canterbury,c_sussex,b_arun,1508,{ 225 105 10 }
164,e_britannia,k_england,d_canterbury,c_sussex,b_hastings,1509,{ 225 105 10 }
165,e_britannia,k_england,d_somerset,,,,
166,e_britannia,k_england,d_somerset,c_hampton,,,
167,e_britannia,k_england,d_somerset,c_hampton,b_winchester,1544,{ 230 15 55 }
168,e_britannia,k_england,d_somerset,c_hampton,b_southampton,1545,{ 230 15 55 }
169,e_britannia,k_england,d_somerset,c_hampton,b_portsmouth,1546,{ 230 15 55 }
170,e_britannia,k_england,d_somerset,c_hampton,b_basingstoke,1547,{ 230 15 55 }
171,e_britannia,k_england,d_somerset,c_hampton,b_christchurch,1548,{ 230 15 55 }
172,e_britannia,k_england,d_somerset,c_isle_of_wight,,,
173,e_britannia,k_england,d_somerset,c_isle_of_wight,b_carisbrooke,1549,{ 250 10 90 }
174,e_britannia,k_england,d_somerset,c_dorset,,,
175,e_britannia,k_england,d_somerset,c_dorset,b_wareham,1565,{ 185 0 75 }
176,e_britannia,k_england,d_somerset,c_dorset,b_poole,1566,{ 185 0 75 }
177,e_britannia,k_england,d_somerset,c_dorset,b_shaftesbury,1567,{ 185 0 75 }
178,e_britannia,k_england,d_somerset,c_dorset,b_lyme,1568,{ 185 0 75 }
179,e_britannia,k_england,d_somerset,c_somerset,,,
180,e_britannia,k_england,d_somerset,c_somerset,b_bath,1576,{ 156 0 83 }
181,e_britannia,k_england,d_somerset,c_somerset,b_winterstoke,1577,{ 156 0 83 }
182,e_britannia,k_england,d_somerset,c_somerset,b_ilchester,1578,{ 156 0 83 }
183,e_britannia,k_england,d_somerset,c_somerset,b_taunton,1579,{ 156 0 83 }
184,e_britannia,k_england,d_cornwall,,,,
185,e_britannia,k_england,d_cornwall,c_devon,,,
186,e_britannia,k_england,d_cornwall,c_devon,b_exeter,1569,{ 170 60 10 }
187,e_britannia,k_england,d_cornwall,c_devon,b_totnes,1570,{ 170 60 10 }
188,e_britannia,k_england,d_cornwall,c_devon,b_okehampton,1571,{ 170 60 10 }
189,e_britannia,k_england,d_cornwall,c_devon,b_barnstaple,1572,{ 170 60 10 }
190,e_britannia,k_england,d_cornwall,c_cornwall,,,
191,e_britannia,k_england,d_cornwall,c_cornwall,b_launceston,1573,{ 150 55 5 }
192,e_britannia,k_england,d_cornwall,c_cornwall,b_tintagel,1574,{ 150 55 5 }
193,e_britannia,k_england,d_cornwall,c_cornwall,b_helston,1575,{ 150 55 5 }
194,e_britannia,k_wales,,,,,
195,e_britannia,k_wales,d_gwynedd,,,,
196,e_britannia,k_wales,d_gwynedd,c_cardiganshire,,,
197,e_britannia,k_wales,d_gwynedd,c_cardiganshire,b_cardigan,1657,{ 110 10 0 }
198,e_britannia,k_wales,d_gwynedd,c_cardiganshire,b_aberystwyth,1658,{ 110 10 0 }
199,e_britannia,k_wales,d_gwynedd,c_merioneth,,,
200,e_britannia,k_wales,d_gwynedd,c_merioneth,b_dolgellau,1665,{ 105 20 20 }
201,e_britannia,k_wales,d_gwynedd,c_merioneth,b_corwen,1666,{ 105 20 20 }
202,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,,,
203,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,b_caernarfon,1667,{ 90 25 0 }
204,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,b_llyn,1668,{ 90 25 0 }
205,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,b_llandudno,1669,{ 90 25 0 }
206,e_britannia,k_wales,d_gwynedd,c_anglesey,,,
207,e_britannia,k_wales,d_gwynedd,c_anglesey,b_yns_mon,1673,{ 85 0 0 }
208,e_britannia,k_wales,d_gwynedd,c_anglesey,b_holyhead,1674,{ 85 0 0 }
209,e_britannia,k_wales,d_gwynedd,c_denbighshire,,,
210,e_britannia,k_wales,d_gwynedd,c_denbighshire,b_denbigh,1670,{ 125 0 10 }
211,e_britannia,k_wales,d_gwynedd,c_denbighshire,b_wrexham,1671,{ 125 0 10 }
212,e_britannia,k_wales,d_gwynedd,c_denbighshire,b_ruthin,1672,{ 125 0 10 }
213,e_britannia,k_wales,d_powys,,,,
214,e_britannia,k_wales,d_powys,c_maldwyn,,,
215,e_britannia,k_wales,d_powys,c_maldwyn,b_welshpool,1663,{ 110 25 25 }
216,e_britannia,k_wales,d_powys,c_maldwyn,b_newtown,1664,{ 110 25 25 }
217,e_britannia,k_wales,d_powys,c_sir_faesyfed,,,
218,e_britannia,k_wales,d_powys,c_sir_faesyfed,b_llandrindod,1661,{ 95 30 30 }
219,e_britannia,k_wales,d_powys,c_sir_faesyfed,b_rhayader,1662,{ 95 30 30 }
220,e_britannia,k_wales,d_powys,c_hereford,,,
221,e_britannia,k_wales,d_powys,c_hereford,b_hereford,1632,{ 110 45 35 }
222,e_britannia,k_wales,d_powys,c_hereford,b_wigmore,1633,{ 110 45 35 }
223,e_britannia,k_wales,d_powys,c_hereford,b_clifford,1634,{ 110 45 35 }
224,e_britannia,k_wales,d_deheubarth,,,,
225,e_britannia,k_wales,d_deheubarth,c_carmarthenshire,,,
226,e_britannia,k_wales,d_deheubarth,c_carmarthenshire,b_carmarthen,1652,{ 245 170 100 }
227,e_britannia,k_wales,d_deheubarth,c_carmarthenshire,b_llandovery,1653,{ 245 170 100 }
228,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,,,
229,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,b_pembroke,1654,{ 210 140 90 }
230,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,b_st_davids,1655,{ 210 140 90 }
231,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,b_fishguard,1656,{ 210 140 90 }
232,e_britannia,k_wales,d_deheubarth,c_glamorgan,,,
233,e_britannia,k_wales,d_deheubarth,c_glamorgan,b_cardiff,1649,{ 220 190 145 }
234,e_britannia,k_wales,d_deheubarth,c_glamorgan,b_swansea,1650,{ 220 190 145 }
235,e_britannia,k_wales,d_deheubarth,c_glamorgan,b_caerphilly,1651,{ 220 190 145 }
236,e_britannia,k_wales,d_deheubarth,c_monmouthshire,,,
237,e_britannia,k_wales,d_deheubarth,c_monmouthshire,b_casnewydd,1630,{ 210 165 60 }
238,e_britannia,k_wales,d_deheubarth,c_monmouthshire,b_monmouth,1631,{ 210 165 60 }
239,e_britannia,k_wales,d_deheubarth,c_brecknockshire,,,
240,e_britannia,k_wales,d_deheubarth,c_brecknockshire,b_brecon,1659,{ 215 150 115 }
241,e_britannia,k_wales,d_deheubarth,c_brecknockshire,b_talgarth,1660,{ 215 150 115 }
242,e_britannia,k_scotland,,,,,
243,e_britannia,k_scotland,d_albany,,,,
244,e_britannia,k_scotland,d_albany,c_gowrie,,,
245,e_britannia,k_scotland,d_albany,c_gowrie,b_st_johnston,1741,{ 220 130 0 }
246,e_britannia,k_scotland,d_albany,c_gowrie,b_coupar_angus,1742,{ 220 130 0 }
247,e_britannia,k_scotland,d_albany,c_gowrie,b_crieff,1745,{ 220 130 0 }
248,e_britannia,k_scotland,d_albany,c_fife,,,
249,e_britannia,k_scotland,d_albany,c_fife,b_dunfermline,1724,{ 210 115 5 }
250,e_britannia,k_scotland,d_albany,c_fife,b_kircaldy,1725,{ 210 115 5 }
251,e_britannia,k_scotland,d_albany,c_fife,b_st_andrews,1726,{ 210 115 5 }
252,e_britannia,k_scotland,d_albany,c_strathearn,,,
253,e_britannia,k_scotland,d_albany,c_strathearn,b_stirling,1734,{ 245 130 0 }
254,e_britannia,k_scotland,d_albany,c_strathearn,b_callander,1735,{ 245 130 0 }
255,e_britannia,k_scotland,d_albany,c_strathearn,b_clackmannan,1736,{ 245 130 0 }
256,e_britannia,k_scotland,d_albany,c_atholl,,,
257,e_britannia,k_scotland,d_albany,c_atholl,b_dunkeld,1743,{ 225 155 20 }
258,e_britannia,k_scotland,d_albany,c_atholl,b_aberfeldy,1744,{ 225 155 20 }
259,e_britannia,k_scotland,d_albany,c_angus,,,
260,e_britannia,k_scotland,d_albany,c_angus,b_dundee,1720,{ 225 125 20 }
261,e_britannia,k_scotland,d_albany,c_angus,b_kirriemuir,1721,{ 225 125 20 }
262,e_britannia,k_scotland,d_albany,c_angus,b_mar,1723,{ 225 125 20 }
263,e_britannia,k_scotland,d_albany,c_mearns,,,
264,e_britannia,k_scotland,d_albany,c_mearns,b_aberdeen,1718,{ 230 140 10 }
265,e_britannia,k_scotland,d_albany,c_mearns,b_kincardine,1719,{ 230 140 10 }
266,e_britannia,k_scotland,d_albany,c_mearns,b_ballater,1722,{ 230 140 10 }
267,e_britannia,k_scotland,d_the_isles,,,,
268,e_britannia,k_scotland,d_the_isles,c_isle_of_man,,,
269,e_britannia,k_scotland,d_the_isles,c_isle_of_man,b_castletown,1698,{ 180 90 0 }
270,e_britannia,k_scotland,d_the_isles,c_isle_of_man,b_ramsey,1699,{ 180 90 0 }
271,e_britannia,k_scotland,d_galloway,,,,
272,e_britannia,k_scotland,d_galloway,c_lennox,,,
273,e_britannia,k_scotland,d_galloway,c_lennox,b_dumbarton,1695,{ 230 150 50 }
274,e_britannia,k_scotland,d_galloway,c_lennox,b_glasgow,1696,{ 230 150 50 }
275,e_britannia,k_scotland,d_galloway,c_lennox,b_meneith,1697,{ 230 150 50 }
276,e_britannia,k_scotland,d_galloway,c_galloway,,,
277,e_britannia,k_scotland,d_galloway,c_galloway,b_kilcudbrite,1682,{ 230 120 65 }
278,e_britannia,k_scotland,d_galloway,c_galloway,b_sanquhar,1683,{ 230 120 65 }
279,e_britannia,k_scotland,d_galloway,c_galloway,b_wigtown,1684,{ 230 120 65 }
280,e_britannia,k_scotland,d_galloway,c_carrick,,,
281,e_britannia,k_scotland,d_galloway,c_carrick,b_maybole,1680,{ 250 105 70 }
282,e_britannia,k_scotland,d_galloway,c_carrick,b_girvan,1685,{ 250 105 70 }
283,e_britannia,k_scotland,d_galloway,c_ayrshire,,,
284,e_britannia,k_scotland,d_galloway,c_ayrshire,b_kyle,1686,{ 230 145 50 }
285,e_britannia,k_scotland,d_galloway,c_ayrshire,b_strathgryte,1687,{ 230 145 50 }
286,e_britannia,k_scotland,d_galloway,c_ayrshire,b_cunningham,1688,{ 230 145 50 }
287,e_britannia,k_scotland,d_galloway,c_annandale,,,
288,e_britannia,k_scotland,d_galloway,c_annandale,b_annan,1679,{ 215 140 55 }
289,e_britannia,k_scotland,d_galloway,c_annandale,b_dumfries,1681,{ 215 140 55 }
290,e_britannia,k_scotland,d_western_isles,,,,
291,e_britannia,k_scotland,d_western_isles,c_inner_hebrides,,,
292,e_britannia,k_scotland,d_western_isles,c_inner_hebrides,b_islay,1689,{ 255 200 10 }
293,e_britannia,k_scotland,d_western_isles,c_inner_hebrides,b_arran,1690,{ 255 200 10 }
294,e_britannia,k_scotland,d_western_isles,c_inner_hebrides,b_mull,1691,{ 255 200 10 }
295,e_britannia,k_scotland,d_western_isles,c_outer_hebrides,,,
296,e_britannia,k_scotland,d_western_isles,c_outer_hebrides,b_skye,1692,{ 255 225 55 }
297,e_britannia,k_scotland,d_western_isles,c_outer_hebrides,b_lewis,1693,{ 255 225 55 }
298,e_britannia,k_scotland,d_western_isles,c_outer_hebrides,b_the_uists,1694,{ 255 225 55 }
299,e_britannia,k_scotland,d_western_isles,c_argyll,,,
300,e_britannia,k_scotland,d_western_isles,c_argyll,b_kilmarten,1700,{ 215 200 15 }
301,e_britannia,k_scotland,d_western_isles,c_argyll,b_glencoe,1701,{ 215 200 15 }
302,e_britannia,k_scotland,d_western_isles,c_argyll,b_lomond,1702,{ 215 200 15 }
303,e_britannia,k_scotland,d_western_isles,c_argyll,b_ardnamurchon,35,{ 215 200 15 }
304,e_britannia,k_scotland,d_lothian,,,,
305,e_britannia,k_scotland,d_lothian,c_lothian,,,
306,e_britannia,k_scotland,d_lothian,c_lothian,b_edinburgh,1727,{ 185 90 25 }
307,e_britannia,k_scotland,d_lothian,c_lothian,b_haddington,1728,{ 185 90 25 }
308,e_britannia,k_scotland,d_lothian,c_lothian,b_galashiels,1729,{ 185 90 25 }
309,e_britannia,k_scotland,d_lothian,c_lothian,b_penicuick,1730,{ 185 90 25 }
310,e_britannia,k_scotland,d_lothian,c_dunbar,,,
311,e_britannia,k_scotland,d_lothian,c_dunbar,b_dunbar,1676,{ 190 75 30 }
312,e_britannia,k_scotland,d_lothian,c_dunbar,b_berwick,1675,{ 190 75 30 }
313,e_britannia,k_scotland,d_lothian,c_teviotdale,,,
314,e_britannia,k_scotland,d_lothian,c_teviotdale,b_kelso,1677,{ 198 70 23 }
315,e_britannia,k_scotland,d_lothian,c_teviotdale,b_jedburgh,1678,{ 198 70 23 }
316,e_britannia,k_scotland,d_lothian,c_teviotdale,b_selkirk,1740,{ 198 70 23 }
317,e_britannia,k_scotland,d_lothian,c_linlithgowshire,,,
318,e_britannia,k_scotland,d_lothian,c_linlithgowshire,b_linlithgow,1731,{ 185 115 25 }
319,e_britannia,k_scotland,d_lothian,c_linlithgowshire,b_queensferry,1732,{ 185 115 25 }
320,e_britannia,k_scotland,d_lothian,c_linlithgowshire,b_falkirk,1733,{ 185 115 25 }
321,e_britannia,k_scotland,d_lothian,c_lanarkshire,,,
322,e_britannia,k_scotland,d_lothian,c_lanarkshire,b_lanark,1737,{ 195 100 35 }
323,e_britannia,k_scotland,d_lothian,c_lanarkshire,b_cadyou,1738,{ 195 100 35 }
324,e_britannia,k_scotland,d_lothian,c_lanarkshire,b_biggar,1739,{ 195 100 35 }
325,e_britannia,k_scotland,d_moray,,,,
326,e_britannia,k_scotland,d_moray,c_moray,,,
327,e_britannia,k_scotland,d_moray,c_moray,b_elgin,1715,{ 255 180 60 }
328,e_britannia,k_scotland,d_moray,c_moray,b_keith,1716,{ 255 180 60 }
329,e_britannia,k_scotland,d_moray,c_moray,b_garioch,1717,{ 255 180 60 }
330,e_britannia,k_scotland,d_moray,c_ross,,,
331,e_britannia,k_scotland,d_moray,c_ross,b_dingwall,1703,{ 250 210 85 }
332,e_britannia,k_scotland,d_moray,c_ross,b_gairloch,1704,{ 250 210 85 }
333,e_britannia,k_scotland,d_moray,c_buchan,,,
334,e_britannia,k_scotland,d_moray,c_buchan,b_banff,1712,{ 255 175 75 }
335,e_britannia,k_scotland,d_moray,c_buchan,b_mortlach,1713,{ 255 175 75 }
336,e_britannia,k_scotland,d_moray,c_buchan,b_peterhead,1714,{ 255 175 75 }
