,Empire,Kingdom,Duchy,County,Barony,Province ID,color
65,e_outremer,k_austria,d_zun_warriors,,,,
66,e_latin_empire,,,,,,
67,e_slavia,,,,,,
68,e_armenia,,,,,,
69,e_armenia,k_pechenegs,,,,,
70,e_armenia,k_pechenegs,d_zaragoza,,,,
71,e_armenia,k_pechenegs,d_erzerum,,,,
72,e_armenia,k_pechenegs,d_amalfi,,,,
73,e_armenia,k_pechenegs,d_belgrade,,,,
74,e_armenia,k_pechenegs,d_pronsk,,,,
75,e_armenia,k_pechenegs,d_sandomiersk,,,,
76,e_armenia,k_pechenegs,d_swiss,,,,
77,e_armenia,k_pechenegs,d_yungdrung_bon,,,,
78,e_hre,,,,,,
79,e_hre,k_hansa,,,,,
80,e_britannia,,,,,,
81,e_britannia,k_england,,,,,
82,e_britannia,k_england,d_bedford,,,,
83,e_britannia,k_england,d_bedford,c_middlesex,,,
84,e_britannia,k_england,d_bedford,c_middlesex,b_london,1527,{ 230 5 5 }
85,e_britannia,k_england,d_bedford,c_middlesex,b_southwark,1526,{ 230 5 5 }
86,e_britannia,k_england,d_bedford,c_middlesex,b_woxbrigge,1528,{ 230 5 5 }
87,e_britannia,k_england,d_bedford,c_middlesex,b_gore,1529,{ 230 5 5 }
88,e_britannia,k_england,d_bedford,c_middlesex,b_brentford,1530,{ 230 5 5 }
89,e_britannia,k_england,d_bedford,c_essex,,,
90,e_britannia,k_england,d_bedford,c_essex,b_colchester,1514,{ 220 20 30 }
91,e_britannia,k_england,d_bedford,c_essex,b_maldon,1515,{ 220 20 30 }
92,e_britannia,k_england,d_bedford,c_essex,b_chelmsford,1516,{ 220 20 30 }
93,e_britannia,k_england,d_bedford,c_essex,b_dunmow,1517,{ 220 20 30 }
94,e_britannia,k_england,d_bedford,c_bedford,,,
95,e_britannia,k_england,d_bedford,c_bedford,b_bedford,1538,{ 205 20 15 }
96,e_britannia,k_england,d_bedford,c_bedford,b_ampthill,1539,{ 205 20 15 }
97,e_britannia,k_england,d_bedford,c_bedford,b_luton,1540,{ 205 20 15 }
98,e_britannia,k_england,d_bedford,c_hertfordshire,,,
99,e_britannia,k_england,d_bedford,c_hertfordshire,b_berkhamsted,1531,{ 250 35 35 }
100,e_britannia,k_england,d_bedford,c_hertfordshire,b_saint_albans,1532,{ 250 35 35 }
101,e_britannia,k_england,d_bedford,c_hertfordshire,b_hertford,1533,{ 250 35 35 }
102,e_britannia,k_england,d_bedford,c_buckinghamshire,,,
103,e_britannia,k_england,d_bedford,c_buckinghamshire,b_buckingham,1551,{ 200 25 25 }
104,e_britannia,k_england,d_bedford,c_buckinghamshire,b_aylesbury,1552,{ 200 25 25 }
105,e_britannia,k_england,d_bedford,c_buckinghamshire,b_newport,1553,{ 200 25 25 }
106,e_britannia,k_england,d_bedford,c_buckinghamshire,b_wycombe,1554,{ 200 25 25 }
107,e_britannia,k_england,d_northumberland,,,,
108,e_britannia,k_england,d_northumberland,c_northumberland,,,
109,e_britannia,k_england,d_northumberland,c_northumberland,b_bamburgh,1609,{ 245 0 0 }
110,e_britannia,k_england,d_northumberland,c_northumberland,b_rothbury,1612,{ 245 0 0 }
111,e_britannia,k_england,d_northumberland,c_northumberland,b_lindisfarne,1610,{ 245 0 0 }
112,e_britannia,k_england,d_northumberland,c_northumberland,b_hexham,1611,{ 245 0 0 }
113,e_britannia,k_england,d_northumberland,c_durham,,,
114,e_britannia,k_england,d_northumberland,c_durham,b_durham,1606,{ 255 15 15 }
115,e_britannia,k_england,d_northumberland,c_durham,b_hartlepool,1607,{ 255 15 15 }
116,e_britannia,k_england,d_northumberland,c_durham,b_darlington,1608,{ 255 15 15 }
117,e_britannia,k_england,d_northumberland,c_cumberland,,,
118,e_britannia,k_england,d_northumberland,c_cumberland,b_carlisle,1635,{ 240 25 25 }
119,e_britannia,k_england,d_northumberland,c_cumberland,b_whitehaven,1636,{ 240 25 25 }
120,e_britannia,k_england,d_northumberland,c_cumberland,b_furness,1642,{ 240 25 25 }
121,e_britannia,k_england,d_lancaster,,,,
122,e_britannia,k_england,d_lancaster,c_lancashire,,,
123,e_britannia,k_england,d_lancaster,c_lancashire,b_lancaster,1639,{ 250 55 5 }
124,e_britannia,k_england,d_lancaster,c_lancashire,b_salford,1640,{ 250 55 5 }
125,e_britannia,k_england,d_lancaster,c_lancashire,b_west_derby,1641,{ 250 55 5 }
126,e_britannia,k_england,d_lancaster,c_westmorland,,,
127,e_britannia,k_england,d_lancaster,c_westmorland,b_kendal,1637,{ 210 35 10 }
128,e_britannia,k_england,d_lancaster,c_westmorland,b_appleby,1638,{ 210 35 10 }
129,e_britannia,k_england,d_lancaster,c_cheshire,,,
130,e_britannia,k_england,d_lancaster,c_cheshire,b_chester,1643,{ 255 127 15 }
131,e_britannia,k_england,d_lancaster,c_cheshire,b_northwich,1644,{ 255 127 15 }
132,e_britannia,k_england,d_lancaster,c_cheshire,b_macclesfield,1645,{ 255 127 15 }
133,e_britannia,k_england,d_lancaster,c_derby,,,
134,e_britannia,k_england,d_lancaster,c_derby,b_derby,1621,{ 255 50 20 }
135,e_britannia,k_england,d_lancaster,c_derby,b_chesterfield,1622,{ 255 50 20 }
136,e_britannia,k_england,d_lancaster,c_derby,b_castleton,1623,{ 255 50 20 }
137,e_britannia,k_england,d_york,,,,
138,e_britannia,k_england,d_york,c_north_riding,,,
139,e_britannia,k_england,d_york,c_north_riding,b_york,1595,{ 255 95 20 }
140,e_britannia,k_england,d_york,c_north_riding,b_scarborough,1596,{ 255 95 20 }
141,e_britannia,k_england,d_york,c_north_riding,b_whitby,1597,{ 255 95 20 }
142,e_britannia,k_england,d_york,c_north_riding,b_richmond,1598,{ 255 95 20 }
143,e_britannia,k_england,d_york,c_north_riding,b_yarlestre,1500,{ 255 95 20 }
144,e_britannia,k_england,d_york,c_east_riding,,,
145,e_britannia,k_england,d_york,c_east_riding,b_pockington,1588,{ 255 139 15 }
146,e_britannia,k_england,d_york,c_east_riding,b_cottingham,1589,{ 255 139 15 }
147,e_britannia,k_england,d_york,c_east_riding,b_bridlington,1590,{ 255 139 15 }
148,e_britannia,k_england,d_york,c_west_riding,,,
149,e_britannia,k_england,d_york,c_west_riding,b_leeds,1591,{ 255 120 35 }
150,e_britannia,k_england,d_york,c_west_riding,b_doncaster,1592,{ 255 120 35 }
151,e_britannia,k_england,d_york,c_west_riding,b_halifax,1593,{ 255 120 35 }
152,e_britannia,k_england,d_york,c_west_riding,b_sheffield,1594,{ 255 120 35 }
153,e_britannia,k_england,d_york,c_west_riding,b_bolton,1499,{ 255 120 35 }
154,e_britannia,k_england,d_york,c_west_riding,b_ripon,1599,{ 255 120 35 }
155,e_britannia,k_england,d_york,c_lincolnshire,,,
156,e_britannia,k_england,d_york,c_lincolnshire,b_lincoln,1583,{ 232 195 74 }
157,e_britannia,k_england,d_york,c_lincolnshire,b_stamford,1584,{ 232 195 74 }
158,e_britannia,k_england,d_york,c_lincolnshire,b_boston,1585,{ 232 195 74 }
159,e_britannia,k_england,d_york,c_lincolnshire,b_bolingsbroke,1586,{ 232 195 74 }
160,e_britannia,k_england,d_york,c_lincolnshire,b_grimsby,1587,{ 232 195 74 }
161,e_britannia,k_england,d_norfolk,,,,
162,e_britannia,k_england,d_norfolk,c_norfolk,,,
163,e_britannia,k_england,d_norfolk,c_norfolk,b_norwich,1522,{ 210 100 0 }
164,e_britannia,k_england,d_norfolk,c_norfolk,b_thetford,1523,{ 210 100 0 }
165,e_britannia,k_england,d_norfolk,c_norfolk,b_walsingham,1524,{ 210 100 0 }
166,e_britannia,k_england,d_norfolk,c_norfolk,b_lynn,1525,{ 210 100 0 }
167,e_britannia,k_england,d_norfolk,c_suffolk,,,
168,e_britannia,k_england,d_norfolk,c_suffolk,b_ipswich,1518,{ 215 125 10 }
169,e_britannia,k_england,d_norfolk,c_suffolk,b_sudbury,1519,{ 215 125 10 }
170,e_britannia,k_england,d_norfolk,c_suffolk,b_blything,1520,{ 215 125 10 }
171,e_britannia,k_england,d_norfolk,c_suffolk,b_beodericsworth,1521,{ 215 125 10 }
172,e_britannia,k_england,d_norfolk,c_cambridgeshire,,,
173,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_cambridge,1534,{ 205 145 5 }
174,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_radfield,1535,{ 205 145 5 }
175,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_papworth,1536,{ 205 145 5 }
176,e_britannia,k_england,d_norfolk,c_cambridgeshire,b_ely,1537,{ 205 145 5 }
177,e_britannia,k_england,d_hereford,,,,
178,e_britannia,k_england,d_hereford,c_warwickshire,,,
179,e_britannia,k_england,d_hereford,c_warwickshire,b_warwick,1603,{ 190 30 30 }
180,e_britannia,k_england,d_hereford,c_warwickshire,b_coventry,1604,{ 190 30 30 }
181,e_britannia,k_england,d_hereford,c_warwickshire,b_birmingham,1605,{ 190 30 30 }
182,e_britannia,k_england,d_hereford,c_leicestershire,,,
183,e_britannia,k_england,d_hereford,c_leicestershire,b_leicester,1615,{ 130 5 25 }
184,e_britannia,k_england,d_hereford,c_leicestershire,b_melton,1616,{ 130 5 25 }
185,e_britannia,k_england,d_hereford,c_leicestershire,b_bosworth,1617,{ 130 5 25 }
186,e_britannia,k_england,d_hereford,c_leicestershire,b_rutland,1613,{ 130 5 25 }
187,e_britannia,k_england,d_hereford,c_nottinghamshire,,,
188,e_britannia,k_england,d_hereford,c_nottinghamshire,b_nottingham,1618,{ 175 0 30 }
189,e_britannia,k_england,d_hereford,c_nottinghamshire,b_newark,1619,{ 175 0 30 }
190,e_britannia,k_england,d_hereford,c_nottinghamshire,b_retford,1620,{ 175 0 30 }
191,e_britannia,k_england,d_hereford,c_staffordshire,,,
192,e_britannia,k_england,d_hereford,c_staffordshire,b_stafford,1627,{ 210 90 65 }
193,e_britannia,k_england,d_hereford,c_staffordshire,b_wolverhampton,1628,{ 210 90 65 }
194,e_britannia,k_england,d_hereford,c_staffordshire,b_stoke_on_trent,1629,{ 210 90 65 }
195,e_britannia,k_england,d_hereford,c_worcestershire,,,
196,e_britannia,k_england,d_hereford,c_worcestershire,b_worcester,1624,{ 160 20 5 }
197,e_britannia,k_england,d_hereford,c_worcestershire,b_evesham,1625,{ 160 20 5 }
198,e_britannia,k_england,d_hereford,c_worcestershire,b_kidderminster,1626,{ 160 20 5 }
199,e_britannia,k_england,d_hereford,c_huntingdonshire,,,
200,e_britannia,k_england,d_hereford,c_huntingdonshire,b_hurstingstone,1541,{ 175 40 55 }
201,e_britannia,k_england,d_hereford,c_huntingdonshire,b_norman_cross,1542,{ 175 40 55 }
202,e_britannia,k_england,d_hereford,c_huntingdonshire,b_leightonstone,1543,{ 175 40 55 }
203,e_britannia,k_england,d_hereford,c_northamptonshire,,,
204,e_britannia,k_england,d_hereford,c_northamptonshire,b_northampton,1600,{ 125 5 5 }
205,e_britannia,k_england,d_hereford,c_northamptonshire,b_peterborough,1601,{ 125 5 5 }
206,e_britannia,k_england,d_hereford,c_northamptonshire,b_kettering,1602,{ 125 5 5 }
207,e_britannia,k_england,d_hereford,c_shropshire,,,
208,e_britannia,k_england,d_hereford,c_shropshire,b_shrewsbury,1646,{ 241 70 70 }
209,e_britannia,k_england,d_hereford,c_shropshire,b_ludlow,1647,{ 241 70 70 }
210,e_britannia,k_england,d_hereford,c_shropshire,b_bishops_castle,1648,{ 241 70 70 }
211,e_britannia,k_england,d_gloucester,,,,
212,e_britannia,k_england,d_gloucester,c_gloucestershire,,,
213,e_britannia,k_england,d_gloucester,c_gloucestershire,b_gloucester,1580,{ 245 85 20 }
214,e_britannia,k_england,d_gloucester,c_gloucestershire,b_bristol,1581,{ 245 85 20 }
215,e_britannia,k_england,d_gloucester,c_gloucestershire,b_winchcombe,1582,{ 245 85 20 }
216,e_britannia,k_england,d_gloucester,c_wiltshire,,,
217,e_britannia,k_england,d_gloucester,c_wiltshire,b_salisbury,1561,{ 250 55 15 }
218,e_britannia,k_england,d_gloucester,c_wiltshire,b_wilton,1562,{ 250 55 15 }
219,e_britannia,k_england,d_gloucester,c_wiltshire,b_ramsbury,1563,{ 250 55 15 }
220,e_britannia,k_england,d_gloucester,c_wiltshire,b_malmesbury,1564,{ 250 55 15 }
221,e_britannia,k_england,d_gloucester,c_oxfordshire,,,
222,e_britannia,k_england,d_gloucester,c_oxfordshire,b_oxford,1558,{ 184 21 0 }
223,e_britannia,k_england,d_gloucester,c_oxfordshire,b_banbury,1559,{ 184 21 0 }
224,e_britannia,k_england,d_gloucester,c_oxfordshire,b_witney,1560,{ 184 21 0 }
225,e_britannia,k_england,d_gloucester,c_berkshire,,,
226,e_britannia,k_england,d_gloucester,c_berkshire,b_reading,1555,{ 255 100 25 }
227,e_britannia,k_england,d_gloucester,c_berkshire,b_newbury,1556,{ 255 100 25 }
228,e_britannia,k_england,d_gloucester,c_berkshire,b_abingdon,1557,{ 255 100 25 }
229,e_britannia,k_england,d_canterbury,,,,
230,e_britannia,k_england,d_canterbury,c_kent,,,
231,e_britannia,k_england,d_canterbury,c_kent,b_dover,1502,{ 245 105 20 }
232,e_britannia,k_england,d_canterbury,c_kent,b_canterbury,1503,{ 245 105 20 }
233,e_britannia,k_england,d_canterbury,c_kent,b_rochester,1504,{ 245 105 20 }
234,e_britannia,k_england,d_canterbury,c_kent,b_tonbridge,1505,{ 245 105 20 }
235,e_britannia,k_england,d_canterbury,c_surrey,,,
236,e_britannia,k_england,d_canterbury,c_surrey,b_chertsey,1510,{ 225 80 20 }
237,e_britannia,k_england,d_canterbury,c_surrey,b_guildford,1511,{ 225 80 20 }
238,e_britannia,k_england,d_canterbury,c_surrey,b_kingston,1512,{ 225 80 20 }
239,e_britannia,k_england,d_canterbury,c_surrey,b_tandbridge,1513,{ 225 80 20 }
240,e_britannia,k_england,d_canterbury,c_sussex,,,
241,e_britannia,k_england,d_canterbury,c_sussex,b_lewes,1506,{ 225 105 10 }
242,e_britannia,k_england,d_canterbury,c_sussex,b_chichester,1507,{ 225 105 10 }
243,e_britannia,k_england,d_canterbury,c_sussex,b_arun,1508,{ 225 105 10 }
244,e_britannia,k_england,d_canterbury,c_sussex,b_hastings,1509,{ 225 105 10 }
245,e_britannia,k_england,d_somerset,,,,
246,e_britannia,k_england,d_somerset,c_hampton,,,
247,e_britannia,k_england,d_somerset,c_hampton,b_winchester,1544,{ 230 15 55 }
248,e_britannia,k_england,d_somerset,c_hampton,b_southampton,1545,{ 230 15 55 }
249,e_britannia,k_england,d_somerset,c_hampton,b_portsmouth,1546,{ 230 15 55 }
250,e_britannia,k_england,d_somerset,c_hampton,b_basingstoke,1547,{ 230 15 55 }
251,e_britannia,k_england,d_somerset,c_hampton,b_christchurch,1548,{ 230 15 55 }
252,e_britannia,k_england,d_somerset,c_isle_of_wight,,,
253,e_britannia,k_england,d_somerset,c_isle_of_wight,b_carisbrooke,1549,{ 250 10 90 }
254,e_britannia,k_england,d_somerset,c_dorset,,,
255,e_britannia,k_england,d_somerset,c_dorset,b_wareham,1565,{ 185 0 75 }
256,e_britannia,k_england,d_somerset,c_dorset,b_poole,1566,{ 185 0 75 }
257,e_britannia,k_england,d_somerset,c_dorset,b_shaftesbury,1567,{ 185 0 75 }
258,e_britannia,k_england,d_somerset,c_dorset,b_lyme,1568,{ 185 0 75 }
259,e_britannia,k_england,d_somerset,c_somerset,,,
260,e_britannia,k_england,d_somerset,c_somerset,b_bath,1576,{ 156 0 83 }
261,e_britannia,k_england,d_somerset,c_somerset,b_winterstoke,1577,{ 156 0 83 }
262,e_britannia,k_england,d_somerset,c_somerset,b_ilchester,1578,{ 156 0 83 }
263,e_britannia,k_england,d_somerset,c_somerset,b_taunton,1579,{ 156 0 83 }
264,e_britannia,k_england,d_cornwall,,,,
265,e_britannia,k_england,d_cornwall,c_devon,,,
266,e_britannia,k_england,d_cornwall,c_devon,b_exeter,1569,{ 170 60 10 }
267,e_britannia,k_england,d_cornwall,c_devon,b_totnes,1570,{ 170 60 10 }
268,e_britannia,k_england,d_cornwall,c_devon,b_okehampton,1571,{ 170 60 10 }
269,e_britannia,k_england,d_cornwall,c_devon,b_barnstaple,1572,{ 170 60 10 }
270,e_britannia,k_england,d_cornwall,c_cornwall,,,
271,e_britannia,k_england,d_cornwall,c_cornwall,b_launceston,1573,{ 150 55 5 }
272,e_britannia,k_england,d_cornwall,c_cornwall,b_tintagel,1574,{ 150 55 5 }
273,e_britannia,k_england,d_cornwall,c_cornwall,b_helston,1575,{ 150 55 5 }
274,e_britannia,k_wales,,,,,
275,e_britannia,k_wales,d_gwynedd,,,,
276,e_britannia,k_wales,d_gwynedd,c_cardiganshire,,,
277,e_britannia,k_wales,d_gwynedd,c_cardiganshire,b_cardigan,1657,{ 110 10 0 }
278,e_britannia,k_wales,d_gwynedd,c_cardiganshire,b_aberystwyth,1658,{ 110 10 0 }
279,e_britannia,k_wales,d_gwynedd,c_merioneth,,,
280,e_britannia,k_wales,d_gwynedd,c_merioneth,b_dolgellau,1665,{ 105 20 20 }
281,e_britannia,k_wales,d_gwynedd,c_merioneth,b_corwen,1666,{ 105 20 20 }
282,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,,,
283,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,b_caernarfon,1667,{ 90 25 0 }
284,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,b_llyn,1668,{ 90 25 0 }
285,e_britannia,k_wales,d_gwynedd,c_caernarfonshire,b_llandudno,1669,{ 90 25 0 }
286,e_britannia,k_wales,d_gwynedd,c_anglesey,,,
287,e_britannia,k_wales,d_gwynedd,c_anglesey,b_yns_mon,1673,{ 85 0 0 }
288,e_britannia,k_wales,d_gwynedd,c_anglesey,b_holyhead,1674,{ 85 0 0 }
289,e_britannia,k_wales,d_gwynedd,c_denbighshire,,,
290,e_britannia,k_wales,d_gwynedd,c_denbighshire,b_denbigh,1670,{ 125 0 10 }
291,e_britannia,k_wales,d_gwynedd,c_denbighshire,b_wrexham,1671,{ 125 0 10 }
292,e_britannia,k_wales,d_gwynedd,c_denbighshire,b_ruthin,1672,{ 125 0 10 }
293,e_britannia,k_wales,d_powys,,,,
294,e_britannia,k_wales,d_powys,c_maldwyn,,,
295,e_britannia,k_wales,d_powys,c_maldwyn,b_welshpool,1663,{ 110 25 25 }
296,e_britannia,k_wales,d_powys,c_maldwyn,b_newtown,1664,{ 110 25 25 }
297,e_britannia,k_wales,d_powys,c_sir_faesyfed,,,
298,e_britannia,k_wales,d_powys,c_sir_faesyfed,b_llandrindod,1661,{ 95 30 30 }
299,e_britannia,k_wales,d_powys,c_sir_faesyfed,b_rhayader,1662,{ 95 30 30 }
300,e_britannia,k_wales,d_powys,c_hereford,,,
301,e_britannia,k_wales,d_powys,c_hereford,b_hereford,1632,{ 110 45 35 }
302,e_britannia,k_wales,d_powys,c_hereford,b_wigmore,1633,{ 110 45 35 }
303,e_britannia,k_wales,d_powys,c_hereford,b_clifford,1634,{ 110 45 35 }
304,e_britannia,k_wales,d_deheubarth,,,,
305,e_britannia,k_wales,d_deheubarth,c_carmarthenshire,,,
306,e_britannia,k_wales,d_deheubarth,c_carmarthenshire,b_carmarthen,1652,{ 245 170 100 }
307,e_britannia,k_wales,d_deheubarth,c_carmarthenshire,b_llandovery,1653,{ 245 170 100 }
308,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,,,
309,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,b_pembroke,1654,{ 210 140 90 }
310,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,b_st_davids,1655,{ 210 140 90 }
311,e_britannia,k_wales,d_deheubarth,c_pembrokeshire,b_fishguard,1656,{ 210 140 90 }
312,e_britannia,k_wales,d_deheubarth,c_glamorgan,,,
313,e_britannia,k_wales,d_deheubarth,c_glamorgan,b_cardiff,1649,{ 220 190 145 }
314,e_britannia,k_wales,d_deheubarth,c_glamorgan,b_swansea,1650,{ 220 190 145 }
315,e_britannia,k_wales,d_deheubarth,c_glamorgan,b_caerphilly,1651,{ 220 190 145 }
316,e_britannia,k_wales,d_deheubarth,c_monmouthshire,,,
317,e_britannia,k_wales,d_deheubarth,c_monmouthshire,b_casnewydd,1630,{ 210 165 60 }
318,e_britannia,k_wales,d_deheubarth,c_monmouthshire,b_monmouth,1631,{ 210 165 60 }
319,e_britannia,k_wales,d_deheubarth,c_brecknockshire,,,
320,e_britannia,k_wales,d_deheubarth,c_brecknockshire,b_brecon,1659,{ 215 150 115 }
321,e_britannia,k_wales,d_deheubarth,c_brecknockshire,b_talgarth,1660,{ 215 150 115 }
322,e_britannia,k_scotland,,,,,
323,e_britannia,k_scotland,d_albany,,,,
324,e_britannia,k_scotland,d_albany,c_gowrie,,,
325,e_britannia,k_scotland,d_albany,c_gowrie,b_st_johnston,1741,{ 220 130 0 }
326,e_britannia,k_scotland,d_albany,c_gowrie,b_coupar_angus,1742,{ 220 130 0 }
327,e_britannia,k_scotland,d_albany,c_gowrie,b_crieff,1745,{ 220 130 0 }
328,e_britannia,k_scotland,d_albany,c_fife,,,
329,e_britannia,k_scotland,d_albany,c_fife,b_dunfermline,1724,{ 210 115 5 }
330,e_britannia,k_scotland,d_albany,c_fife,b_kircaldy,1725,{ 210 115 5 }
331,e_britannia,k_scotland,d_albany,c_fife,b_st_andrews,1726,{ 210 115 5 }
332,e_britannia,k_scotland,d_albany,c_strathearn,,,
333,e_britannia,k_scotland,d_albany,c_strathearn,b_stirling,1734,{ 245 130 0 }
334,e_britannia,k_scotland,d_albany,c_strathearn,b_callander,1735,{ 245 130 0 }
335,e_britannia,k_scotland,d_albany,c_strathearn,b_clackmannan,1736,{ 245 130 0 }
336,e_britannia,k_scotland,d_albany,c_atholl,,,
337,e_britannia,k_scotland,d_albany,c_atholl,b_dunkeld,1743,{ 225 155 20 }
338,e_britannia,k_scotland,d_albany,c_atholl,b_aberfeldy,1744,{ 225 155 20 }
339,e_britannia,k_scotland,d_albany,c_angus,,,
340,e_britannia,k_scotland,d_albany,c_angus,b_dundee,1720,{ 225 125 20 }
341,e_britannia,k_scotland,d_albany,c_angus,b_kirriemuir,1721,{ 225 125 20 }
342,e_britannia,k_scotland,d_albany,c_angus,b_mar,1723,{ 225 125 20 }
343,e_britannia,k_scotland,d_albany,c_mearns,,,
344,e_britannia,k_scotland,d_albany,c_mearns,b_aberdeen,1718,{ 230 140 10 }
345,e_britannia,k_scotland,d_albany,c_mearns,b_kincardine,1719,{ 230 140 10 }
346,e_britannia,k_scotland,d_albany,c_mearns,b_ballater,1722,{ 230 140 10 }
347,e_britannia,k_scotland,d_the_isles,,,,
348,e_britannia,k_scotland,d_the_isles,c_isle_of_man,,,
349,e_britannia,k_scotland,d_the_isles,c_isle_of_man,b_castletown,1698,{ 180 90 0 }
350,e_britannia,k_scotland,d_the_isles,c_isle_of_man,b_ramsey,1699,{ 180 90 0 }
351,e_britannia,k_scotland,d_galloway,,,,
352,e_britannia,k_scotland,d_galloway,c_lennox,,,
353,e_britannia,k_scotland,d_galloway,c_lennox,b_dumbarton,1695,{ 230 150 50 }
354,e_britannia,k_scotland,d_galloway,c_lennox,b_glasgow,1696,{ 230 150 50 }
355,e_britannia,k_scotland,d_galloway,c_lennox,b_meneith,1697,{ 230 150 50 }
356,e_britannia,k_scotland,d_galloway,c_galloway,,,
357,e_britannia,k_scotland,d_galloway,c_galloway,b_kilcudbrite,1682,{ 230 120 65 }
358,e_britannia,k_scotland,d_galloway,c_galloway,b_sanquhar,1683,{ 230 120 65 }
359,e_britannia,k_scotland,d_galloway,c_galloway,b_wigtown,1684,{ 230 120 65 }
360,e_britannia,k_scotland,d_galloway,c_carrick,,,
361,e_britannia,k_scotland,d_galloway,c_carrick,b_maybole,1680,{ 250 105 70 }
362,e_britannia,k_scotland,d_galloway,c_carrick,b_girvan,1685,{ 250 105 70 }
363,e_britannia,k_scotland,d_galloway,c_ayrshire,,,
364,e_britannia,k_scotland,d_galloway,c_ayrshire,b_kyle,1686,{ 230 145 50 }
365,e_britannia,k_scotland,d_galloway,c_ayrshire,b_strathgryte,1687,{ 230 145 50 }
366,e_britannia,k_scotland,d_galloway,c_ayrshire,b_cunningham,1688,{ 230 145 50 }
367,e_britannia,k_scotland,d_galloway,c_annandale,,,
368,e_britannia,k_scotland,d_galloway,c_annandale,b_annan,1679,{ 215 140 55 }
369,e_britannia,k_scotland,d_galloway,c_annandale,b_dumfries,1681,{ 215 140 55 }
370,e_britannia,k_scotland,d_western_isles,,,,
371,e_britannia,k_scotland,d_western_isles,c_inner_hebrides,,,
372,e_britannia,k_scotland,d_western_isles,c_inner_hebrides,b_islay,1689,{ 255 200 10 }
373,e_britannia,k_scotland,d_western_isles,c_inner_hebrides,b_arran,1690,{ 255 200 10 }
