,Divisons
503,c_dannenberg
504,b_dannenberg
505,b_luchow
506,b_gifhorn
507,c_stendal
508,b_stendal
509,b_gardelegen
510,b_werben
511,d_holstein
512,c_lubeck
513,b_lubeck
514,b_femera
515,b_kiel
516,c_stade
517,b_stade
518,b_bederkesa
519,b_cuxhaven
520,c_ditmarschen
521,b_ditmarschen
522,b_neumunster
523,b_itzehoe
524,d_meissen
525,c_meissen
526,b_meissen
527,b_radebeul
528,b_grossenhain
529,c_dresden
530,b_dresden
531,b_bischofswerda
532,b_freiberg
533,c_wolkenstein
534,b_wolkenstein
535,b_waldenburg
536,c_osterland
537,b_eilenburg
538,b_colditz
539,b_devin
540,b_leisning
541,c_naumburg
542,b_naumburg
543,b_altenburg
544,c_vogtland
545,b_reichenbach
546,b_plauen
547,b_gera
548,b_cheb
549,b_rehau
550,c_cottbus
551,b_cottbus
552,b_kamenz
553,b_lubben
554,c_gorlitz
555,b_gorlitz
556,b_bautzen
557,b_spremberg
558,d_lausitz
559,c_juterbog
560,b_juterbog
561,b_dahme
562,c_wittenberg
563,b_wittenberg
564,b_belizi
565,c_brene
566,b_torgau
567,b_brene
568,b_duben
569,c_spreewald
570,b_spreewald
571,b_storkow
572,c_naumberg
573,b_naumberg
574,b_forst
575,d_thuringia
576,c_schmalkalden
577,b_schmalkalden
578,b_eisenach
579,b_gleichen
580,b_beichtinen
581,c_gottingen
582,b_goslar
583,b_gottingen
584,c_gleichenstein
585,b_gleichenstein
586,b_ebeleben
587,b_muhlhausen
588,c_orlamunde
589,b_orlamunde
590,b_schwarzburg
591,b_kafernburg
592,c_lobdaburg
593,b_lobdaburg
594,b_hof
595,k_frisia
596,d_holland
597,c_holland
598,b_amsterdam
599,b_delft
600,b_rotterdam
601,b_dort
602,c_westfriesland
603,b_haarlem
604,b_edam
605,b_medemblik
606,b_aalkmar
607,c_zeeland
608,b_middelburg
609,b_bergen_op_zoom
610,b_brielle
611,d_gelre
612,c_guelders
613,b_geldern
614,b_nijmegen
615,b_tiel
616,c_arnhem
617,b_arnhem
618,b_apeldoorn
619,b_harderwijk
620,c_zutphen
621,b_zutphen
622,b_borculo
623,b_bredevoort
624,d_utrecht
625,c_nedersticht
626,b_utrecth
627,b_amersfoort
628,c_oversticht
629,b_zwolle
630,b_kampen
631,b_ommen
632,b_almelo
633,b_coevorden
634,c_groningen
635,b_groningen
636,b_assen
637,b_emmen
638,b_steenwijk
639,d_frisia
640,c_dokkum
641,b_dokkum
642,b_appingedam
643,b_delfzijl
644,c_ostfriesland
645,b_emden
646,b_wilhelmshaven
647,b_varel
648,c_frisia
649,b_leeuwarden
650,b_staveren
651,b_harlingen
652,b_wadeilannen
653,k_lotharingia
654,d_luxembourg
655,c_luxembourg
656,b_luxembourg
657,b_bastogne
658,b_clervaux
659,b_vianden
660,b_diekirch
661,c_bouillon
662,b_bouillon
663,b_chiny
664,b_saint_hubert
665,b_virton
666,c_liege
667,b_liege
668,b_la_roche
669,b_huy
670,c_namur
671,b_namur
672,b_charleroi
673,b_couvin
674,d_brabant
675,c_brabant
676,b_leuven
677,b_brussels
678,b_turnhout
679,c_antwerpen
680,b_antwerpen
681,b_rosendaal
682,b_breda
683,c_hainaut
684,b_mons
685,b_tournai
686,b_ath
687,c_cambray
688,b_cambrai
689,b_malboden
690,b_valenciennes
691,d_julich
692,c_aachen
693,b_aachen
694,b_limbourg
695,b_duren
696,b_eschweiler
697,b_prum
698,c_cleves
699,b_kleve
700,b_gladbach
701,b_wezel
702,b_moers
703,c_maastricht
704,b_maastricht
705,b_eindhoven
706,b_tilburg
707,d_upper_lorraine
708,c_trier
709,b_trier
710,b_beda
711,b_konz
712,b_wadern
713,c_nancy
714,b_nancy
715,b_epinal
716,b_blankenberg
717,b_salm
718,c_metz
719,b_metz
720,b_saarburg
721,b_forbach
722,b_faulquemont
723,c_saarbrucken
724,b_saarbrucken
725,b_zweibrucken
726,b_bitsch
727,c_puttlingen
728,b_puttlingen
729,b_finstigen
730,c_neufchateau
731,b_neufchateau
732,b_vaudemont
733,b_lure
734,d_lower_lorraine
735,c_cologne
736,b_cologne
737,b_bonn
738,b_neuss
739,b_nauenahr
740,c_dortmund
741,b_dortmund
742,b_essen
743,b_recklinghausen
744,c_arnsberg
745,b_arnsberg
746,b_bilstein
747,c_mark
748,b_mark
749,b_hagen
750,b_hukeswag
751,c_koblenz
752,b_koblenz
753,b_adenau
754,b_cochem
755,b_sponhem
756,c_bergh
757,b_bergh
758,b_siegburg
759,c_sayn
760,b_sayn
761,b_wied
762,b_isenburg
763,k_bavaria
764,d_bavaria
765,c_regensburg
766,b_regensburg
767,b_tegernheim
768,b_abensberg
769,b_leonsberg
770,c_munchen
771,b_munchen
772,b_aheim
773,b_wolfratshausen
774,c_eschenlohe
775,b_eschenlohe
776,b_tolz
777,c_rothenburg
778,b_rothenburg
779,b_freising
780,b_ilmunster
781,c_geisenhausen
782,b_geisenhausen
783,b_erding
784,c_frontenhausen
785,b_frontenhausen
786,b_dornberg
787,b_ortenburg
788,b_burghausen
789,c_falkenstein
790,b_falkenstein
791,b_marquardstein
792,c_ingolstadt
793,b_ingolstadt
794,b_munchsmunster
795,b_niederschonenfeld
796,c_passau
797,b_passau
798,b_waldkirchen
799,b_scharding
800,b_deggendorf
801,d_nordgau
802,c_eichstadt
803,b_eichtstad
804,b_hirschberg
805,b_neue_weissenburg
806,c_leuchtenburg
807,b_leuchtenburg
808,b_kulmbach
809,b_bayreuth
810,c_parsberg
811,b_parsberg
812,b_lengenfeld
813,b_sulzbach
814,b_neumarkt
815,c_hohenburg
816,b_hohenburg
817,b_cham
818,b_wenzenbach
819,d_salzburg
820,c_salzburg
821,b_salzburg
822,b_braunau
823,b_traunstein
824,b_hallein
825,b_laufen
826,c_berchtesgaden
827,b_berchtesgaden
828,b_laukental
829,b_kitzbuhel
830,c_hallstatt
831,b_hallstatt
832,b_liezen
833,b_wels
834,c_linz
835,b_linz
836,b_steyr
837,b_leonfelden
838,c_schaumberg
839,b_schaumberg
840,b_strasswalchen
841,b_ried
842,d_augsburg
843,c_augsburg
844,b_augsburg
845,b_friedberg
846,b_lechrain
847,b_kaufbeuren
848,c_alpsee
849,b_schongau
850,b_peiting
851,b_hohenschwangau
852,c_kempten
853,b_kempten
854,b_marsetten
855,b_memmingen
856,c_ravensburg
857,b_ravensburg
858,b_bregenz
859,c_burgau
860,b_burgau
861,b_kirchberg
862,d_steyermark
863,c_graz
864,b_graz
865,b_koflach
866,b_kapfenberg
867,b_leoben
868,b_feldbach
869,c_pitten
870,b_pitten
871,b_oberwart
872,c_liebnitz
873,b_liebnitz
874,b_maribor
875,b_windische_buhel
876,c_murzzuschlag
877,b_murzzuschlag
878,b_ostfurstenfeld
879,d_osterreich
880,c_vienna
881,b_vienna
882,b_ernstbrunn
883,b_floridsdorf
884,b_padun
885,b_bruck
886,c_hohenau
887,b_hohenau
888,b_laa
889,b_mistelbach
890,c_sankt_polten
891,b_sankt_polten
892,b_mariazell
893,b_wieselburg
894,c_freistadt
895,b_freistadt
896,b_spitz
897,b_zwettl
898,b_gmund
899,c_amstetten
900,b_amstetten
901,b_waidhofen
902,c_krems
903,b_krems
904,b_wild
905,b_horn
906,b_haugsdorf
907,d_tyrol
908,c_innsbruck
909,b_innsbruck
910,b_bozen
911,b_kufstein
912,c_brixen
913,b_brixen
914,b_bruneck
915,c_lienz
916,b_lienz
917,b_obervallach
918,b_matrei
919,d_carinthia
920,c_karnten
921,b_klagenfurt
922,b_sankt_veit
923,b_wolfsberg
924,c_kammersberg
925,b_kammersberg
926,b_murau
927,b_irdning
928,b_tamsweg
929,c_knittelfeld
930,b_knittelfeld
931,b_judenburg
932,b_admont
933,c_villach
934,b_villach
935,b_feldkirchen
936,b_spittal
937,d_krain
938,c_kranj
939,b_kranj
940,b_krsko
941,b_kamnik
942,c_ljubljana
943,b_ljubljana
944,b_dobovec
945,b_rudolfswerde
946,b_ribnica
947,d_istria
948,c_pula
949,b_pula
950,b_piran
951,b_pazin
952,b_labin
953,k_east_francia
954,d_west_franconia
955,c_frankfurt
956,b_frankfurt
957,b_limburg
958,b_russelsheim
959,b_hanau
960,b_kronberg
961,c_mainz
962,b_mainz
963,b_wiesbaden
964,b_katzenelnbogen
965,b_boppard
966,c_klingenberg
967,b_klingenberg
968,b_gelnhausen
969,b_rieneck
970,c_erbach
971,b_erbach
972,b_seligenstadt
973,b_weinheim
974,c_worms
975,b_worms
976,b_besensheim
977,c_speyer
978,b_speyer
979,b_hockenheim
980,b_heidelberg
981,b_weissenburg
982,b_pirmasens
983,c_vaihingen
984,b_vaihingen
985,b_heilbronn
986,b_lowenstein
987,c_durne
988,b_durne
989,b_mosbach
990,b_wertheim
991,c_kaiserslautern
992,b_kaiserslautern
993,b_letningen
994,b_kreusnach
995,b_rockenhausen
996,b_veldenz
997,d_east_franconia
998,c_wurzburg
999,b_wurzburg
1000,b_hochberg
1001,b_hammelburg
1002,c_ansbach
1003,b_ansbach
1004,b_uffenheim
1005,b_trubending
1006,c_coburg
1007,b_coburg
1008,b_lichtenfels
1009,c_hohenlohe
1010,b_mergentheim
1011,b_weinsberg
1012,b_hall
1013,c_nurnberg
1014,b_nurnberg
1015,b_riedfeld
1016,b_abenberg
1017,c_bamberg
1018,b_bamberg
1019,b_greiffenst
1020,b_casel
1021,b_iphofen
1022,c_nordlingen
1023,b_nordlingen
1024,b_dillingen
1025,b_crailsheim
1026,c_wiltberg
1027,b_wiltberg
1028,b_schweinfurt
1029,b_henneberg
1030,d_hesse
1031,c_kassel
1032,b_kassel
1033,b_ziegenhain
1034,b_hofgeismar
1035,b_munden
1036,c_fulda
1037,b_fulda
1038,b_hersfeld
1039,b_lauterbach
1040,c_nassau
1041,b_siegen
1042,b_solms
1043,b_diez
1044,c_marburg
1045,b_marburg
1046,b_nidda
1047,b_budingen
1048,b_wetzlar
1049,d_currezia
1050,c_grisons
1051,b_chur
1052,b_farduzes
1053,b_vares
1054,b_werdenburg
1055,c_sankt_gallen
1056,b_sankt_gallen
1057,b_konstanz
1058,c_zurich
1059,b_zurich
1060,b_schwyz
1061,b_engelberg
1062,b_basel
1063,d_alsace
1064,c_strassburg
1065,b_strassburg
1066,b_haguenau
1067,b_lichtberg
1068,c_breisgau
1069,b_freiburg
1070,b_sankt_blasien
1071,b_offenburg
1072,b_geroldseck
1073,c_colmar
1074,b_colmar
1075,b_selestat
1076,c_sundgau
1077,b_montbelliard
1078,b_mulhouse
1079,b_ferrette
1080,b_porrentruy
1081,d_swabia
1082,c_ulm
1083,b_ulm
1084,b_hellenenstein
1085,b_helfenstein
1086,b_schelklingen
1087,c_grunningen
1088,b_grunningen
1089,b_sigmaringen
1090,b_berge
1091,b_heiligenberg
1092,c_wurttemberg
1093,b_wurttemberg
1094,b_tubingen
1095,b_teck
1096,c_baden
1097,b_baden
1098,b_sulz
1099,b_calw
1100,c_zollern
1101,b_zollern
1102,b_vehringen
1103,b_reutlingen
1104,c_hohenberg
1105,b_hohenberg
1106,b_rottweil
1107,c_furstenberg
1108,b_furstenberg
1109,b_lupfen
1110,b_clettgau
1111,b_nellenburg
1112,k_bohemia
1113,d_bohemia
1114,c_praha
1115,b_praha
1116,b_vysehrad
1117,b_beroun
1118,b_melnik
1119,b_slany
1120,b_milevsko
1121,c_litomerice
1122,b_litomerice
1123,b_bilina
1124,b_decin
1125,b_zitava
1126,c_zatec
1127,b_zatec
1128,b_kadan
1129,b_sedlec
1130,b_loket
1131,c_plzen
1132,b_plzen
1133,b_stribro
1134,b_primda
1135,b_domazlice
1136,b_prachen
1137,b_pisek
1138,c_doudleby
1139,b_doudleby
1140,b_netolice
1141,b_rozmberk
1142,b_krumlov
1143,b_chynov
1144,b_bechyne
1145,c_boleslav
1146,b_boleslav
1147,b_bezdez
1148,c_hradec
1149,b_hradec
1150,b_dvur-chvojno
1151,b_jaromer
1152,b_kladzko
1153,c_caslav
1154,b_caslav
1155,b_vraclav
1156,b_chrudim
1157,d_moravia
1158,c_olomouc
1159,b_olomouc
1160,b_unicov
1161,b_kromeriz
1162,c_opava
1163,b_opava
1164,b_hradec-nad-moravici
1165,c_prerov
1166,b_prerov
1167,b_spytihnev
1168,b_hodonin
1169,b_veseli
1170,c_brno
1171,b_brno
1172,b_ivancice
1173,b_zdar
1174,c_jihlava
1175,b_jihlava
1176,b_telcz
1177,c_znojmo
1178,b_znojmo
1179,b_bitov
1180,b_breclav
1181,b_mikulov
1182,e_roman_empire
1183,e_byzantium
1184,k_saruhan
1185,k_trinacria
1186,k_tekke
1187,k_trebizond
1188,k_ottoman
1189,k_rum
1190,k_mentese
1191,k_karaman
1192,k_germiyan
1193,k_eretnid
1194,k_aydin
1195,k_candar
1196,k_thessalonika
1197,d_thrace
1198,c_byzantion
1199,b_constantinople
1200,c_kalliopolis
1201,b_kalliopolis
1202,b_ainos
1203,b_kypsela
1204,b_raidestos
1205,b_chariopolis
1206,c_brysis
1207,b_brysis
1208,b_arkadiopolis
1209,b_selymbria
1210,b_herakleiaperinthos
1211,b_bizye
1212,b_salmydessus
1213,d_strymon
1214,c_mosynopolis
1215,b_mosynopolis
1216,b_xanthia
1217,b_traianopolis
1218,b_thasos
1219,b_rodopi
1220,c_serres
1221,b_serres
1222,b_siderokastron
1223,b_drama
1224,b_kavala
1225,b_chrysopolis
1226,d_aegean_islands
1227,c_naxos
1228,b_naxos
1229,b_thera
1230,b_andros
1231,b_tinos
1232,c_abydos
1233,b_abydos
1234,b_lampsakos
1235,b_ilion
1236,b_alexandriatroas
1237,b_pagaea
1238,c_lesbos
1239,b_mytilene
1240,b_lemnos
1241,b_skyros
1242,c_chios
1243,b_chios
1244,b_samos
1245,c_rhodos
1246,b_rhodos
1247,b_kos
1248,b_lindos
1249,b_karpathos
1250,d_thessalonika
1251,c_thessalonika
1252,b_thessaloniki
1253,b_gynaikokastron
1254,b_langades
1255,b_mavrouda
1256,c_chalkidike
1257,b_polygyros=
1258,b_rendina
1259,b_kassandreia
1260,b_ierrisos
1261,c_veria
1262,b_veria
1263,b_maglen
1264,b_sthlanitza
1265,b_voden
1266,b_kalyvia
1267,d_thessaly
1268,c_thessalia
1269,b_larissa
1270,b_platamon
1271,b_servia
1272,b_elasson
1273,c_demetrias
1274,b_demetrias
1275,b_velestino
1276,b_halmyros
1277,c_neopatras
1278,b_neopatras
1279,b_domokos
1280,b_gardikia
1281,b_zetouni
1282,c_thessaliotis
1283,b_trikala
1284,b_grevena
1285,b_stagoi
1286,b_pharsalos
1287,k_epirus
1288,d_epirus
1289,c_nicopolis
1290,b_arta
1291,b_sivista
1292,b_angelokastron
1293,b_vonitsa
1294,c_epeiros
1295,b_ioaninna
1296,b_konitsa
1297,b_vella
1298,b_grava
1299,c_aetolia
1300,b_naupaktos
1301,b_prousos
1302,b_lidoriki
1303,c_metzovo
1304,b_metzovo
1305,b_gardiki
1306,b_vrestenitsa
1307,b_agrafa
1308,d_dyrrachion
1309,c_dyrrachion
1310,b_dyracchion
1311,b_savra
1312,c_arbanon
1313,b_kruje
1314,b_mat
1315,b_lezhe
1316,b_hiskampis
1317,c_debar
1318,b_debar
1319,b_peshkopi
1320,b_kukes
1321,c_antipatreia
1322,b_antipatreia
1323,b_skrapar
1324,b_argyrokastron
1325,b_kelycyre
1326,b_valamara
1327,c_avlonas
1328,b_avlonas
1329,b_himara
1330,d_cephalonia
1331,c_cephalonia
1332,b_cephalonia
1333,b_zakynthos
1334,c_buthrotum
1335,b_buthrotum
1336,b_corfu
1337,k_hellas
1338,d_athens
1339,c_attica
1340,b_athens
1341,b_thebeshellas
1342,b_megara
1343,c_boeotia
1344,b_levadia
1345,b_boudounitsa
1346,b_amfissa
1347,c_euboea
1348,b_chalkis
1349,b_skopelos
1350,b_oreoi
1351,d_achaia
1352,c_achaia
1353,b_patras
1354,b_vostitsa
1355,b_andravida
1356,b_kalavryta
1357,c_korinthos
1358,b_corinth
1359,b_nikli
1360,b_argos
1361,b_damala
1362,c_messenia
1363,b_karytaina
1364,b_arcadia
1365,b_kalamata
1366,b_modon
1367,c_laconia
1368,b_mistra
1369,b_monemvasia
1370,b_lacedaemonia
1371,k_krete
1372,d_krete
1373,c_chandax
1374,b_iraklio
1375,b_agiosnikolaos
1376,b_ierapetra
1377,c_chania
1378,b_chania
1379,b_rethymno
1380,b_paleohora
1381,k_croatia
1382,d_dalmatia
1383,c_zadar
1384,b_zadar
1385,b_nin
1386,b_biograd
1387,b_obrovac
1388,c_knin
1389,b_knin
1390,b_bribir
1391,b_sibenik
1392,c_cetina
1393,b_sinjcroat
1394,b_split
1395,b_solin
1396,d_croatia
1397,c_gacka
1398,b_senj
1399,b_brinje
1400,b_rijeka
1401,c_lika
1402,b_kaseg
1403,b_bag
1404,b_udbina
1405,b_dreznik
1406,c_cherso
1407,b_cres
1408,b_krk
1409,c_modrus
1410,b_modrus
1411,b_okic
1412,b_dubovac
1413,b_topusko
1414,d_slavonia
1415,c_zagreb
1416,b_zagreb
1417,b_cazma
1418,b_samobor
1419,b_sisak
1420,c_zagorje
1421,b_krapina
1422,b_garestin
1423,b_krizevci
1424,b_koprivnica
1425,b_verevce
1426,c_pozega
1427,b_pozega
1428,b_kutina
1429,b_brod
1430,c_vukovar
1431,b_vakovo
1432,b_osijek
1433,b_orahovica
1434,d_bosna
1435,c_rama
1436,b_visoki
1437,b_prozor
1438,b_vranduk
1439,b_bobovac
1440,b_travnik
1441,c_donjikraji
1442,b_jajce
1443,b_kljucnasani
1444,b_greben
1445,b_kotorvaros
1446,b_sokol
1447,c_vhrbosna
1448,b_vhrbosna
1449,b_olovo=
1450,b_kuclat
1451,b_srebrenica
1452,b_rogatica
1453,c_vodica
1454,b_vodicevo
1455,b_dubica
1456,c_vrbas
1457,b_banjaluka
1458,b_gradiska
1459,b_glaz
1460,c_usora
1461,b_srebrenik
1462,b_usora
1463,b_maglaj
1464,b_tolisa
1465,c_soli
1466,b_soli
1467,b_bijeljina
1468,b_zvornik
1469,c_pset
1470,b_bihac
1471,b_krupa
1472,b_pset
1473,d_usora
1474,c_zachlumia
1475,b_blagaj
1476,b_konjic
1477,b_obalj
1478,b_gacko
1479,b_nevesinje
1480,b_drijeva
1481,b_kljuc
1482,b_mostar
1483,c_zavrsje
1484,b_hlivno
1485,b_glamoc
1486,b_duvno
1487,b_imotski
1488,c_pagania
1489,b_mokro
1490,b_omis
1491,b_hvar
1492,d_ragusa
1493,c_ragusa
1494,b_ragusa
1495,b_ston
1496,k_serbia
1497,d_rashka
1498,c_rashka
1499,b_novotrgoviste
1500,b_sjenica
1501,b_budlimlje
1502,b_zica
1503,b_gradac
1504,b_arilje
1505,b_rujno
1506,c_sumadija
1507,b_krusevac
1508,b_koznik
1509,b_prokuplje
1510,c_podrinje
1511,b_hotca
1512,b_prijepolje
1513,b_breznica
1514,b_brskovo
1515,b_visegrad
1516,b_gorazde
1517,c_hvosno
1518,b_pristina
1519,b_prizren
